en,de,kind,category,confidence,source,verified_at,note,loc_key,en_id
Wall Crossing,Wandkreuzung,building,,localization,resources.assets,2026-09-22,,Building_DecorationWallCross_Name,wall_crossing
Water Barrels,Wasserfässer,building,,localization,resources.assets,2026-09-22,,Building_DecorationWaterBarrels_Name,water_barrels
Water Shrine,Wasserschrein,building,,localization,resources.assets,2026-09-22,,Building_Decoration_WaterShrine_Name,water_shrine
Weaver,Weber,building,,localization,resources.assets,2026-09-22,,Building_Weaver_Name,weaver
Woodcutters' Camp,Holzfällerlager,building,,localization,resources.assets,2026-09-22,,Building_WoodcuttersCamp_Name,woodcutters_camp
Workshop,Werkstatt,building,,localization,resources.assets,2026-09-22,,Building_Workshop_Name,workshop
Ancient Relic,Uraltes Relikt,category,,localization,resources.assets,2026-09-22,,BuildingCategory_Relic_Name,ancient_relic
Battlefield Spirit,Seele des Schlachtfelds,category,,localization,resources.assets,2026-09-22,,BuildingCategory_Event_Ghost_Name,battlefield_spirit
Building Materials,Baumaterialien,category,,localization,resources.assets,2026-09-22,,GoodCategory_BuildingMaterials_Name,building_materials
City Buildings,Stadtgebäude,category,,localization,resources.assets,2026-09-22,,BuildingCategory_CityBuildings_Name,city_buildings
Clothing,Kleidung,category,,localization,resources.assets,2026-09-22,,NeedCategory_Clothing_Name,clothing
Complex Food,Komplexe Nahrung,category,,localization,resources.assets,2026-09-22,,NeedCategory_Food_Name,complex_food
Consumable Items,Verbrauchsartikel,category,,localization,resources.assets,2026-09-22,,GoodCategory_ConsumableItems_Name,consumable_items
Crafting Resources,Fertigungsressourcen,category,,localization,resources.assets,2026-09-22,,GoodCategory_CraftingResources_Name,crafting_resources
Decorations,Dekorationen,category,,localization,resources.assets,2026-09-22,,BuildingCategory_Decorations_Name,decorations
Food,Nahrung,category,,localization,resources.assets,2026-09-22,,GoodCategory_Food_Name,food
Food Production,Nahrungsproduktion,category,,localization,resources.assets,2026-09-22,,BuildingCategory_FoodProduction_Name,food_production
Fuel & Exploration,Brennstoff und Erkundung,category,,localization,resources.assets,2026-09-22,,GoodCategory_FuelAndExploration_Name,fuel_exploration
Glade Event,Lichtungsereignis,category,,localization,resources.assets,2026-09-22,,BuildingCategory_Event_Name,glade_event
Housing,Haus,category,,localization,resources.assets,2026-09-22,,BuildingCategory_Housing_Name,housing
Industry,Industrie,category,,localization,resources.assets,2026-09-22,,BuildingCategory_Industry_Name,industry
Others,Andere,category,,localization,resources.assets,2026-09-22,,GoodCategory_Others_Name,others
Raw Food,Rohe Nahrung,category,,localization,resources.assets,2026-09-22,,GoodCategory_RawFood_Name,raw_food
Resource Acquisition,Ressourcenerwerb,category,,localization,resources.assets,2026-09-22,,BuildingCategory_Camps_Name,resource_acquisition
Roads,Straßen,category,,localization,resources.assets,2026-09-22,,BuildingCategory_Roads_Name,roads
Ruin,Ruine,category,,localization,resources.assets,2026-09-22,,BuildingCategory_Ruins_Name,ruin
Services,Dienste,category,,localization,resources.assets,2026-09-22,,NeedCategory_Services_Name,services
Trade Goods,Handelswaren,category,,localization,resources.assets,2026-09-22,,GoodCategory_TradeGoods_Name,trade_goods
Adamantine Seal,Adamantin-Siegel,concept,,localization,resources.assets,2026-09-22,,WorldSeals_23_DisplayName,adamantine_seal
Blightrot,Pestfäule,concept,,localization,resources.assets,2026-09-22,,GameUI_BlightPanel_Tooltip_Header,blightrot
Blightrot Cysts,Pestfäulezysten,concept,,localization,resources.assets,2026-09-22,,GameUI_CystSlotTooltip_Header,blightrot_cysts
Blood of the Guardian,Blut des Hüters,concept,,localization,resources.assets,2026-09-22,,Seal_Blood_Name,blood_of_the_guardian
Blood of the Stag,Hirschblut,concept,,localization,resources.assets,2026-09-22,,Seal_Exploration_Blood_Name,blood_of_the_stag
Break Interval,Pausenintervall,concept,,localization,resources.assets,2026-09-22,,GameUI_WikiPopup_Races_TooltipBreakTime_Header,break_interval
Building Blueprints,Gebäude-Entwürfe,concept,,localization,resources.assets,2026-09-22,,Label_MetaReward_Blueprint,building_blueprints
Camp,Lager,concept,,localization,resources.assets,2026-09-22,,Label_Relic_Camp,camp
Clearance Water,Sommerwasser,concept,,localization,resources.assets,2026-09-22,,Water_Clearance_Name,clearance_water
Comfort,Komfort,concept,,localization,resources.assets,2026-09-22,,DecorationTier_1_Name,comfort
Cornerstone,Grundstein,concept,,localization,resources.assets,2026-09-22,,Label_MetaReward_Cornerstone,cornerstone
Cornerstones,Grundsteine,concept,,localization,resources.assets,2026-09-22,,GameUI_Stats_CornerstonesPicked,cornerstones
Crystal Feathers,Kristallfedern,concept,,localization,resources.assets,2026-09-22,,Seal_Trading_Feathers_Name,crystal_feathers
Dangerous Glade,Gefährliche Lichtung,concept,,localization,resources.assets,2026-09-22,,GameUI_DangerIcon_Tooltip_Header,dangerous_glade
Drizzle Water,Nieselregenwasser,concept,,localization,resources.assets,2026-09-22,,Water_Drizzle_Name,drizzle_water
Essence of Corruption,Essenz des Verderbnis,concept,,localization,resources.assets,2026-09-22,,Seal_Industry_Essence_Name,essence_of_corruption
Essence of Wealth,Essenz des Wohlstands,concept,,localization,resources.assets,2026-09-22,,Seal_Trading_Essence_Name,essence_of_wealth
Feathers of the Guardian,Federn des Hüters,concept,,localization,resources.assets,2026-09-22,,Seal_Feathers_Name,feathers_of_the_guardian
Fire Essence,Feueressenz,concept,,localization,resources.assets,2026-09-22,,Seal_Resolve_Essence_Name,fire_essence
Forbidden Essence,Verbotene Essenz,concept,,localization,resources.assets,2026-09-22,,Seal_Exploration_Essence_Name,forbidden_essence
Forbidden Glade,Verbotene Lichtung,concept,,localization,resources.assets,2026-09-22,,GameUI_ForbiddenIcon_Tooltip_Header,forbidden_glade
Forest Mysteries,Waldgeheimnisse,concept,,localization,resources.assets,2026-09-22,,GameUI_InitialSeasonalEffects_Header,forest_mysteries
Forest Mystery,Waldgeheimnis,concept,,localization,resources.assets,2026-09-22,,Label_SeasonalEffect_Generic,forest_mystery
Fuel Reserves,Brennstoffvorrat,concept,,localization,resources.assets,2026-09-22,,GameUI_BuildingPanel_BlightFuelHeader,fuel_reserves
Glade Event,Lichtungsereignis,concept,,localization,resources.assets,2026-09-22,,Label_ResolveEffect_Glade,glade_event
Glade Events,Lichtungsereignisse,concept,,localization,resources.assets,2026-09-22,,GameUI_Stats_Category_Relics,glade_events
Glades,Lichtungen,concept,,localization,resources.assets,2026-09-22,,GameUI_Orders_Logics_GladeDiscovery_Name,glades
Golden Blood,Goldenes Blut,concept,,localization,resources.assets,2026-09-22,,Seal_Trading_Blood_Name,golden_blood
Heart of Amber,Bernsteinherz,concept,,localization,resources.assets,2026-09-22,,Seal_Trading_Heart_Name,heart_of_amber
Heart of the Ancient Flame,Herz der uralten Flamme,concept,,localization,resources.assets,2026-09-22,,Seal_Resolve_Heart_Name,heart_of_the_ancient_flame
Heart of the Forest,Herz des Waldes,concept,,localization,resources.assets,2026-09-22,,Seal_Exploration_Heart_Name,heart_of_the_forest
Heart of the Guardian,Herz des Hüters,concept,,localization,resources.assets,2026-09-22,,Seal_Heart_Name,heart_of_the_guardian
Hunger,Hunger,concept,,localization,resources.assets,2026-09-22,,Building_BiomePoro_Needs_Hunger,hunger
Impatience,Ungeduld,concept,,localization,resources.assets,2026-09-22,,Label_Reward_Impatience,impatience
Life Essence of the Guardian,Lebensessenz des Hüters,concept,,localization,resources.assets,2026-09-22,,Seal_Essence_Name,life_essence_of_the_guardian
Loyalty,Loyalität,concept,,localization,resources.assets,2026-09-22,,DecisionTag_Loyalty,loyalty
Mechanical Heart,Mechanisches Herz,concept,,localization,resources.assets,2026-09-22,,Seal_Industry_Heart_Name,mechanical_heart
Metal Feathers,Metallfedern,concept,,localization,resources.assets,2026-09-22,,Seal_Industry_Feathers_Name,metal_feathers
Mortal Blood,Sterbliches Blut,concept,,localization,resources.assets,2026-09-22,,Seal_Resolve_Blood_Name,mortal_blood
Need,Bedürfnis,concept,,localization,resources.assets,2026-09-22,,Label_ResolveEffect_Need,need
Needs,Bedürfnisse,concept,,localization,resources.assets,2026-09-22,,GameUI_PoroPanel_Needs_Header,needs
Production,Produktion,concept,,localization,resources.assets,2026-09-22,,GameUI_BuildingPanel_Tab_Production,production
Queen's Feathers,Federn der Königin,concept,,localization,resources.assets,2026-09-22,,Seal_Resolve_Feathers_Name,queens_feathers
Reputation,Reputation,concept,,localization,resources.assets,2026-09-22,,Label_Reward_Reputation,reputation
Resolve,Entschlossenheit,concept,,localization,resources.assets,2026-09-22,,GameUI_RaceResolveBarTooltip_MainHeader,resolve
Sacrifice,Opfer,concept,,localization,resources.assets,2026-09-22,,GameUI_HearthPanel_SacrificeHeader,sacrifice
Seasonal Effect,Saisonaler Effekt,concept,,localization,resources.assets,2026-09-22,,Label_ResolveEffect_Seasonal,seasonal_effect
Seasons,Jahreszeiten,concept,,localization,resources.assets,2026-09-22,,GameUI_GameEffects_CategorySeasons,seasons
Smoldering City,Schwelende Stadt,concept,,localization,resources.assets,2026-09-22,,WorldUI_Map_Capital,smoldering_city
Standing Level,Beziehungsstufe,concept,,localization,resources.assets,2026-09-22,,GameUI_Orders_Logics_Standing_Name,standing_level
Storm Water,Sturmwasser,concept,,localization,resources.assets,2026-09-22,,Water_Storm_Name,storm_water
Storm Water Geyser,Sturmwasser-Geysir,concept,,localization,resources.assets,2026-09-22,,Spring_SmallSpring_Storm_Name,storm_water_geyser
Stormbird Feathers,Sturmvogelfedern,concept,,localization,resources.assets,2026-09-22,,Seal_Exploration_Feathers_Name,stormbird_feathers
Synthetic Blood,Synthetisches Blut,concept,,localization,resources.assets,2026-09-22,,Seal_Industry_Blood_Name,synthetic_blood
Trade,Handel,concept,,localization,resources.assets,2026-09-22,,StorageOperation_Trade_Name,trade
Trade Route,Handelsweg,concept,,localization,resources.assets,2026-09-22,,Label_Reward_TradeRoute,trade_route
Upgrade,Upgrade,concept,,localization,resources.assets,2026-09-22,,GameUI_AltarPanel_PickButton_Upgrade,upgrade
Villagers,Dorfbewohner,concept,,localization,resources.assets,2026-09-22,,Label_MetaReward_Villagers,villagers
"10 <sprite name=""[tools] simple tools""> Tools","10 <sprite name=""[tools] simple tools""> Werkzeuge",effect,,localization,resources.assets,2026-09-22,,Effect_GoodsPassive_Lizards_Name,10_sprite_name_tools_simple_tools_tools
"50 <sprite name=""[needs] coats""> Coats","50 <sprite name=""[needs] coats""> Mäntel",effect,,localization,resources.assets,2026-09-22,,Effect_GoodsPassive_Harpies_Name,50_sprite_name_needs_coats_coats
Abandoned Settlement,Verlassene Siedlung,effect,,localization,resources.assets,2026-09-22,,ModifierEffect_AbandonedSettlement_Name,abandoned_settlement
Absorption,Absorption,effect,,localization,resources.assets,2026-09-22,,SeasonalEffect_ResistantCysts_Name,absorption
Abyssal Revenge,Vergeltung des Abgrunds,effect,,localization,resources.assets,2026-09-22,,Reward_BiomeEffect_TreeHostility_Name,abyssal_revenge
Accumulated Dew,Angesammelter Tau,effect,,localization,resources.assets,2026-09-22,,Reward_AccidentalCrystalDew_Name,accumulated_dew
Acid Rain,Säureregen,effect,,localization,resources.assets,2026-09-22,,ConditionalNeedEffect_BuildingMaterialsProdLess_Name,acid_rain
Acidic Environment,Saure Umgebung,effect,,localization,resources.assets,2026-09-22,,ResolveEffect_AcidicEnvironment_Name,acidic_environment
Adjustment Period,Übergangszeit,effect,,localization,resources.assets,2026-09-22,,Effect_MoreTradeOffers_Child_Name,adjustment_period
Advanced Brewing,Fortschrittliches Brauen,effect,,localization,resources.assets,2026-09-22,,Reward_BreweryProd30_Name,advanced_brewing
Advanced Coopering,Fortschrittliches Böttchern,effect,,localization,resources.assets,2026-09-22,,Reward_RawProdBonus_Barrels_Name,advanced_coopering
Advanced Filters,Fortschrittliche Filter,effect,,localization,resources.assets,2026-09-22,,Reward_RawProdWine_Name,advanced_filters
Advanced Fuel,Fortschrittlicher Brennstoff,effect,,localization,resources.assets,2026-09-22,,Reward_FuelRecipeRate_Name,advanced_fuel
Advanced Herbalism,Fortschrittliche Kräuterkunde,effect,,localization,resources.assets,2026-09-22,,Reward_ReinforcedTools_HerbGarden_Name,advanced_herbalism
Advanced Leatherworking,Fortschrittliche Lederverarbeitung,effect,,localization,resources.assets,2026-09-22,,Reward_AdvancedLeatherworking_Name,advanced_leatherworking
Advanced Press,Fortschrittliche Presse,effect,,localization,resources.assets,2026-09-22,,Reward_PaperRawProd_Name,advanced_press
Advanced Smelting,Fortschrittliches Schmelzen,effect,,localization,resources.assets,2026-09-22,,Reward_RawProdCopperBar_Name,advanced_smelting
Advanced Smithing,Fortgeschrittenes Schmieden,effect,,localization,resources.assets,2026-09-22,,Reward_RawProdCopperTools_Name,advanced_smithing
Advent of Flame,Beginn der Flamme,effect,,localization,resources.assets,2026-09-22,,Effect_AdventofFlame_Name,advent_of_flame
Aftermath,Nachwirkungen,effect,,localization,resources.assets,2026-09-22,,Effect_BlightBomb_Blightrot_Name,aftermath
Agitated Swarm,Aufgeregter Schwarm,effect,,localization,resources.assets,2026-09-22,,Effect_TermiteBurrowMaterials_Name,agitated_swarm
Airbender,Luftmagier,effect,,localization,resources.assets,2026-09-22,,Effect_FishmenMysteries_Name,airbender
Alarm Bells,Alarmglocken,effect,,localization,resources.assets,2026-09-22,,Effect_AlarmBells_Name,alarm_bells
Ale Delivery Line,Bier-Lieferkette,effect,,localization,resources.assets,2026-09-22,,Reward_GoodPerMinute_Ale_Name,ale_delivery_line
Ale and Hearty,Bier gewinnt,effect,,localization,resources.assets,2026-09-22,,Reward_ReputationForLuxury_Name,ale_and_hearty
Alluring Lights,Verführerische Lichter,effect,,localization,resources.assets,2026-09-22,,ConditionalNeedEffect_DeadlyLights_Name,alluring_lights
Amber Curse,Bernsteinfluch,effect,,localization,resources.assets,2026-09-22,,Reward_AmberCurse_Name,amber_curse
Amber Pouch,Bernsteinbeutel,effect,,localization,resources.assets,2026-09-22,,Reward_AmberPouch_Name,amber_pouch
Amber Tax,Bernsteinsteuer,effect,,localization,resources.assets,2026-09-22,,Reward_GoodPerMinute_Amber_Name,amber_tax
Amphibian Leadership,Amphibische Führung,effect,,localization,resources.assets,2026-09-22,,Effect_FrogNewcomerBonus_Name,amphibian_leadership
An Insect,Ein Insekt,effect,,localization,resources.assets,2026-09-22,,Reward_Insects1_Name,an_insect
Ancient Artifact,Uraltes Artefakt,effect,,localization,resources.assets,2026-09-22,,ResolveEffect_AncientArtifact_Name,ancient_artifact
Ancient Battleground,Antikes Schlachtfeld,effect,,localization,resources.assets,2026-09-22,,ModifierEffect_InitialHostility_Name,ancient_battleground
Ancient Pact,Uralter Pakt,effect,,localization,resources.assets,2026-09-22,,Reward_GladeKillsForInfo_Name,ancient_pact
Ancient Practices,Uralte Bräuche,effect,,localization,resources.assets,2026-09-22,,Effect_ExtraProductionForRelicsResolved_Name,ancient_practices
